Date,WO,Formatted WO,KK,Machine,Customer,Product Type,s_or_g,tebal,panjang,lebar,"Order
(Pcs)",Finished Goods (Pcs),Finished Goods (Kg),berat,"Scrap
(Kg)","Waste
(Kg)",DL Std,"Effective Hours
(H)",Down Time produksi,DT Teknik,Capacity/Out Put Std (Kg/H),Equipment Earn Hour,"Machine
Eff",Production Eff,"Material
Eff",OEE,DL Earn Hour
18/03/2021,156,0156,WO1.210156,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,2440.00,1220.00,500.00,550.00,1408.70,2.561272727,395.20,0.10,3.00,3.93,0.43,             -  ,400.00,3.52,0.90,0.90,0.78,0.63,10.57
18/03/2021,157,0157,WO1.210157,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,2440.00,1220.00,300.00,300.00,813.50,2.711666667,236.50,        -  ,3.00,2.26,0.08,             -  ,400.00,2.03,0.96,0.90,0.77,0.67,6.10
25/01/2021,12,0012,WO2.210012,OM 2600,MULFORD,IMPRABOARD,N,5.00,2440.00,1220.00,2170.00,410.00,1113.80,2.716585366,454.60,0.90,3.00,3.07,1.29,0.00,400.00,2.78,0.70,0.91,0.71,0.45,8.35
26/01/2021,12,0012,WO2.210012,OM 2600,MULFORD,IMPRABOARD,N,5.00,2440.00,1220.00,0.00,1760.00,4772.90,2.711875000,1408.70,1.50,9.00,13.14,5.78,0.83,400.00,11.93,0.67,0.91,0.77,0.47,107.39
26/01/2021,13,0013,WO2.210013,OM 2600,MULFORD,IMPRABOARD,N,5.00,2440.00,1220.00,950.00,600.00,1536.60,2.561000000,499.30,0.30,3.00,4.26,0.00,0.00,400.00,3.84,1.00,0.90,0.75,0.68,11.52
27/01/2021,13,0013,WO2.210013,OM 2600,MULFORD,IMPRABOARD,N,5.00,2440.00,1220.00,0.00,350.00,896.30,2.560857143,368.00,0.70,3.00,2.48,1.02,0.00,400.00,2.24,0.71,0.90,0.71,0.45,6.72
06/03/2021,41,0041,WO2.210041,OM 2600,MULFORD,IMPRABOARD,N,5.00,2440.00,1220.00,                -  ,2990.00,8437.40,2.821872910,1162.60,1.50,3.00,23.37,0.64,             -  ,400.00,21.09,0.97,0.90,0.88,0.77,63.28
02/03/2021,44,0044,WO2.210044,OM 2600,MULFORD,IMPRABOARD,N,5.00,2440.00,1220.00,1310.00,1030.00,2793.10,2.711747573,1205.30,0.20,3.00,7.74,4.76,             -  ,400.00,6.98,0.62,0.90,0.70,0.39,20.95
03/03/2021,44,0044,WO2.210044,OM 2600,MULFORD,IMPRABOARD,N,5.00,2440.00,1220.00,                -  ,290.00,786.40,2.711724138,758.90,0.40,3.00,2.18,2.63,             -  ,400.00,1.97,0.45,0.90,0.51,0.21,5.90
04/03/2021,45,0045,WO2.210045,OM 2600,MULFORD,IMPRABOARD,N,5.00,2440.00,1220.00,4010.00,2450.00,6275.00,2.561224490,1104.20,1.90,3.00,17.27,1.65,             -  ,400.00,15.69,0.91,0.91,0.85,0.71,47.06
05/03/2021,45,0045,WO2.210045,OM 2600,MULFORD,IMPRABOARD,N,5.00,2440.00,1220.00,                -  ,1560.00,3995.30,2.561089744,1447.90,1.40,3.00,10.99,4.02,             -  ,400.00,9.99,0.73,0.91,0.73,0.49,29.96
19/04/2021,70,0070,WO2.210070,OM 2600,MPZ/ PTY/LTD,IMPRABOARD,N,5.00,2440.00,1220.00,2750.00,2670.00,6837.80,2.560973783,1273.90,1.70,3.00,18.92,3.02,             -  ,400.00,17.09,0.86,0.90,0.84,0.66,51.28
20/04/2021,70,0070,WO2.210070,OM 2600,MPZ/ PTY/LTD,IMPRABOARD,N,5.00,2440.00,1220.00,                -  ,80.00,204.80,2.560000000,136.90,0.20,3.00,0.56,0.86,             -  ,400.00,0.51,0.40,0.91,0.60,0.21,1.54
21/04/2021,71,0071,WO2.210071,OM 2600,MPZ/ PTY,IMPRABOARD,N,5.00,2440.00,1220.00,2790.00,1870.00,5071.30,2.711925134,2131.40,3.80,3.00,14.06,7.19,             -  ,400.00,12.68,0.66,0.90,0.70,0.42,38.03
22/04/2021,71,0071,WO2.210071,OM 2600,MPZ/ PTY,IMPRABOARD,N,5.00,2440.00,1220.00,                -  ,1020.00,2766.20,2.711960784,621.90,1.40,3.00,7.67,0.68,3.83,400.00,6.92,0.63,0.90,0.82,0.46,20.75
25/04/2021,79,0079,WO2.210079,OM 2600,MPZ/LTD,IMPRABOARD,N,5.00,2440.00,1220.00,1750.00,1750.00,4745.90,2.711942857,1633.40,0.70,3.00,13.15,3.82,             -  ,400.00,11.86,0.77,0.90,0.74,0.52,35.59
06/05/2021,89,0089,WO2.210089,OM 2600,MPZ/PTY/LTD,IMPRABOARD,N,5.00,2440.00,1220.00,500.00,500.00,1280.50,2.561000000,669.00,0.50,3.00,3.55,2.51,             -  ,400.00,3.20,0.59,0.90,0.66,0.35,9.60
18/05/2021,93,0093,WO2.210093,OM 2600,MPZ/PTY/LTD,IMPRABOARD,N,5.00,2440.00,1220.00,3620.00,780.00,1999.00,2.562820513,500.00,0.60,3.00,5.57,0.68,             -  ,400.00,5.00,0.89,0.90,0.80,0.64,14.99
19/05/2021,93,0093,WO2.210093,OM 2600,MPZ/PTY/LTD,IMPRABOARD,N,5.00,2440.00,1220.00,                -  ,2780.00,7120.00,2.561151079,1408.00,1.60,3.00,19.72,4.30,             -  ,400.00,17.80,0.82,0.90,0.83,0.62,53.40
20/05/2021,93,0093,WO2.210093,OM 2600,MPZ/PTY/LTD,IMPRABOARD,N,5.00,2440.00,1220.00,                -  ,60.00,154.00,2.566666667,252.00,        -  ,3.00,0.43,1.51,             -  ,400.00,0.38,0.22,0.90,0.38,0.08,1.15
18/01/2021,2,0002,WO2.210002,OM 2600,MULFORD,IMPRABOARD,N,5.00,2540.00,1220.00,355.00,355.00,1001.70,2.821690141,398.30,0.00,3.00,2.77,1.08,0.00,400.00,2.50,0.72,0.90,0.72,0.47,7.51
22/01/2021,8,0008,WO2.210008,OM 2600,MULFORD,IMPRABOARD,N,5.00,2540.00,1220.00,3600.00,740.00,2088.10,2.821756757,345.30,0.50,3.00,5.78,0.30,0.00,400.00,5.22,0.95,0.90,0.86,0.74,15.66
23/01/2021,8,0008,WO2.210008,OM 2600,MULFORD,IMPRABOARD,N,5.00,2540.00,1220.00,0.00,2730.00,7703.70,2.821868132,1563.90,1.50,9.00,21.32,2.68,0.00,400.00,19.26,0.89,0.90,0.83,0.67,173.33
24/01/2021,8,0008,WO2.210008,OM 2600,MULFORD,IMPRABOARD,N,5.00,2540.00,1220.00,0.00,130.00,366.90,2.822307692,33.10,0.00,3.00,1.00,0.01,0.00,400.00,0.92,0.99,0.92,0.92,0.84,2.75
24/01/2021,9,0009,WO2.210009,OM 2600,MULFORD,IMPRABOARD,N,5.00,2540.00,1220.00,4100.00,2700.00,7619.50,2.822037037,1412.80,1.30,9.00,21.09,1.57,0.33,400.00,19.05,0.92,0.90,0.84,0.70,171.44
25/01/2021,9,0009,WO2.210009,OM 2600,MULFORD,IMPRABOARD,N,5.00,2540.00,1220.00,0.00,1410.00,3978.80,2.821843972,553.70,0.90,6.00,11.02,0.27,0.00,400.00,9.95,0.98,0.90,0.88,0.77,59.68
08/02/2021,29,0029,WO2.210029,OM 2600,MULFORD,IMPRABOARD,N,5.00,2540.00,1220.00,1450.00,1450.00,4057.80,2.798482759,494.70,0.50,6.00,11.23,0.15,             -  ,400.00,10.14,0.99,0.90,0.89,0.79,60.87
26/02/2021,36,0036,WO2.210036,OM 2600,MULFORD,IMPRABOARD,N,5.00,2540.00,1220.00,650.00,650.00,1834.20,2.821846154,1005.80,1.50,6.00,5.08,8.54,             -  ,400.00,4.59,0.37,0.90,0.65,0.22,27.51
01/03/2021,40,0040,WO2.210040,OM 2600,MULFORD,IMPRABOARD,N,5.00,2540.00,1220.00,3900.00,2490.00,7026.40,2.821847390,1090.20,1.30,3.00,19.45,1.39,0.28,400.00,17.57,0.92,0.90,0.87,0.72,52.70
02/03/2021,40,0040,WO2.210040,OM 2600,MULFORD,IMPRABOARD,N,5.00,2540.00,1220.00,                -  ,1410.00,3978.80,2.821843972,514.80,0.50,3.00,11.02,0.04,             -  ,400.00,9.95,1.00,0.90,0.89,0.80,29.84
05/03/2021,41,0041,WO2.210041,OM 2600,MULFORD,IMPRABOARD,N,5.00,2540.00,1220.00,5100.00,690.00,1947.10,2.821884058,1234.10,0.20,3.00,5.39,3.61,             -  ,400.00,4.87,0.60,0.90,0.61,0.33,14.60
07/03/2021,41,0041,WO2.210041,OM 2600,MULFORD,IMPRABOARD,N,5.00,2540.00,1220.00,                -  ,1420.00,4006.90,2.821760563,1050.10,1.10,3.00,11.09,0.66,             -  ,400.00,10.02,0.94,0.90,0.79,0.68,30.05
18/03/2021,52,0052,WO2.210052,OM 2600,MULFORD,IMPRABOARD,N,5.00,2540.00,1220.00,500.00,500.00,1410.90,2.821800000,243.10,        -  ,3.00,3.91,0.08,             -  ,400.00,3.53,0.98,0.90,0.85,0.75,10.58
18/04/2021,69,0069,WO2.210069,OM 2600,MPZ/ PTY,IMPRABOARD,N,5.00,2540.00,1220.00,2000.00,2000.00,5643.60,2.821800000,686.50,0.80,3.00,15.63,             -  ,             -  ,400.00,14.11,1.00,0.90,0.89,0.80,42.33
22/04/2021,73,0073,WO2.210073,OM 2600,MPZ/ PTY/LTD,IMPRABOARD,N,5.00,2540.00,1220.00,3800.00,1300.00,3668.40,2.821846154,937.70,0.50,3.00,10.16,1.67,             -  ,400.00,9.17,0.86,0.90,0.80,0.62,27.51
23/04/2021,73,0073,WO2.210073,OM 2600,MPZ/ PTY/LTD,IMPRABOARD,N,5.00,2540.00,1220.00,                -  ,2510.00,7082.90,2.821872510,925.70,0.80,3.00,19.61,2.12,             -  ,400.00,17.71,0.90,0.90,0.88,0.72,53.12
27/04/2021,82,0082,WO2.210082,OM 2600,MPZ/ PTY,IMPRABOARD,N,5.00,2540.00,1220.00,2000.00,720.00,2031.70,2.821805556,336.70,0.50,3.00,5.62,0.30,             -  ,400.00,5.08,0.95,0.90,0.86,0.74,15.24
28/04/2021,82,0082,WO2.210082,OM 2600,MPZ/ PTY,IMPRABOARD,N,5.00,2540.00,1220.00,                -  ,1280.00,3612.00,2.821875000,499.20,1.30,3.00,10.00,0.79,             -  ,400.00,9.03,0.93,0.90,0.88,0.74,27.09
28/04/2021,83,0083,WO2.210083,OM 2600,MPZ/ PTY,IMPRABOARD,N,5.00,2540.00,1220.00,975.00,100.00,282.20,2.822000000,283.50,0.20,3.00,0.78,0.63,             -  ,400.00,0.71,0.56,0.90,0.50,0.25,2.12
29/04/2021,83,0083,WO2.210083,OM 2600,MPZ/ PTY,IMPRABOARD,N,5.00,2540.00,1220.00,                -  ,875.00,2469.10,2.821828571,271.60,        -  ,3.00,6.85,0.29,,400.00,6.17,0.96,0.90,0.90,0.78,18.52
29/04/2021,84,0084,WO2.210084,OM 2600,MPZ/ PTY/LTD,IMPRABOARD,N,5.00,2540.00,1220.00,2610.00,60.00,171.20,2.853333333,744.40,0.50,3.00,0.46,3.33,,400.00,0.43,0.12,0.93,0.19,0.02,1.28
30/04/2021,84,0084,WO2.210084,OM 2600,MPZ/ PTY/LTD,IMPRABOARD,N,5.00,2540.00,1220.00,                -  ,2558.00,7518.90,2.939366693,816.40,0.60,3.00,20.79,             -  ,             -  ,400.00,18.80,1.00,0.90,0.90,0.82,56.39
23/05/2021,94,0094,WO2.210094,OM 2600,MPZ/PTY/LTD,IMPRABOARD,N,5.00,2540.00,1220.00,900.00,730.00,2060.00,2.821917808,481.30,0.70,3.00,5.70,0.75,             -  ,400.00,5.15,0.88,0.90,0.81,0.65,15.45
24/05/2021,94,0094,WO2.210094,OM 2600,MPZ/PTY/LTD,IMPRABOARD,N,5.00,2540.00,1220.00,                -  ,170.00,479.70,2.821764706,90.20,        -  ,3.00,1.33,0.12,             -  ,400.00,1.20,0.92,0.90,0.84,0.70,3.60
28/04/2021,82,0082,WO2.210082,OM 2600,MPZ/ PTY,IMPRABOARD,N,5.00,2800.00,1220.00,220.00,230.00,717.80,3.120869565,345.30,0.50,3.00,1.98,0.68,             -  ,400.00,1.79,0.74,0.91,0.67,0.45,5.38
08/04/2021,56,0056,WO2.210056,OM 2600,MPZ/ PTY,IMPRABOARD,N,5.00,3100.00,1220.00,150.00,150.00,515.80,3.438666667,72.30,        -  ,3.00,1.43,0.08,             -  ,400.00,1.29,0.94,0.90,0.88,0.75,3.87
18/01/2021,2,0002,WO2.210002,OM 2600,MULFORD,IMPRABOARD,N,5.00,2800.00,1225.00,70.00,75.00,234.10,3.121333333,22.50,0.40,3.00,0.64,0.00,0.00,400.00,0.59,1.00,0.91,0.91,0.83,1.76
08/02/2021,29,0029,WO2.210029,OM 2600,MULFORD,IMPRABOARD,N,5.00,2800.00,1225.00,100.00,100.00,33.80,0.338000000,31.90,        -  ,3.00,0.11,0.15,             -  ,400.00,0.08,0.43,0.74,0.51,0.17,0.25
26/02/2021,36,0036,WO2.210036,OM 2600,MULFORD,IMPRABOARD,N,5.00,2800.00,1225.00,100.00,100.00,312.10,3.121000000,30.40,        -  ,3.00,0.86,             -  ,             -  ,400.00,0.78,1.00,0.91,0.91,0.83,2.34
17/03/2021,48,0048,WO2.210048,OM 2600,MULFORD,IMPRABOARD,N,5.00,2800.00,1225.00,110.00,120.00,374.50,3.120833333,39.20,        -  ,3.00,1.03,             -  ,             -  ,400.00,0.94,1.00,0.91,0.91,0.82,2.81
29/04/2021,83,0083,WO2.210083,OM 2600,MPZ/ PTY,IMPRABOARD,N,5.00,2800.00,1225.00,180.00,180.00,561.70,3.120555556,229.90,0.20,3.00,1.54,             -  ,,400.00,1.40,1.00,0.91,0.71,0.65,4.21
21/01/2021,10,0010,WO2.210010,OM 2600,MULFORD,IMPRABOARD,N,5.00,830.00,1230.00,300.00,300.00,275.60,0.918666667,26.80,0.00,3.00,0.76,0.00,0.00,400.00,0.69,1.00,0.91,0.91,0.83,2.07
27/02/2021,37,0037,WO2.210037,OM 2600,MULFORD,IMPRABOARD,N,5.00,830.00,1230.00,300.00,300.00,275.50,0.918333333,77.80,        -  ,3.00,0.85,0.06,             -  ,400.00,0.69,0.94,0.81,0.78,0.59,2.07
08/04/2021,56,0056,WO2.210056,OM 2600,MPZ/ PTY,IMPRABOARD,N,5.00,830.00,1230.00,600.00,610.00,567.10,0.929672131,87.80,        -  ,3.00,1.56,0.08,             -  ,400.00,1.42,0.95,0.91,0.87,0.75,4.25
25/04/2021,78,0078,WO2.210078,OM 2600,MPZ/LTD,IMPRABOARD,N,5.00,830.00,1230.00,1050.00,1050.00,980.10,0.933428571,96.60,        -  ,3.00,2.69,             -  ,             -  ,400.00,2.45,1.00,0.91,0.91,0.83,7.35
21/01/2021,10,0010,WO2.210010,OM 2600,MULFORD,IMPRABOARD,N,5.00,930.00,1230.00,2400.00,2400.00,2496.20,1.040083333,556.50,0.30,6.00,6.87,0.96,0.00,400.00,6.24,0.88,0.91,0.82,0.65,37.44
27/02/2021,37,0037,WO2.210037,OM 2600,MULFORD,IMPRABOARD,N,5.00,930.00,1230.00,800.00,820.00,846.90,1.032804878,154.30,0.20,6.00,2.36,0.15,             -  ,400.00,2.12,0.94,0.90,0.85,0.72,12.70
08/04/2021,56,0056,WO2.210056,OM 2600,MPZ/ PTY,IMPRABOARD,N,5.00,930.00,1230.00,2150.00,2150.00,2237.10,1.040511628,290.90,0.50,3.00,6.18,0.13,             -  ,400.00,5.59,0.98,0.91,0.88,0.78,16.78
27/02/2021,37,0037,WO2.210037,OM 2600,MULFORD,IMPRABOARD,N,5.00,945.00,1250.00,1200.00,1200.00,1287.40,1.072833333,547.80,0.40,3.00,3.47,1.34,             -  ,400.00,3.22,0.72,0.93,0.70,0.47,9.66
08/04/2021,56,0056,WO2.210056,OM 2600,MPZ/ PTY,IMPRABOARD,N,5.00,945.00,1250.00,1700.00,1700.00,1823.50,1.072647059,151.50,        -  ,3.00,4.94,             -  ,             -  ,400.00,4.56,1.00,0.92,0.92,0.85,13.68
15/01/2021,22,0022,WO1.210022,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,1500.00,1250.00,1000.00,1000.00,1589.70,1.589700000,775.10,4.50,6.00,3.99,5.06,0.50,450.00,3.53,0.42,0.88,0.67,0.25,21.20
28/01/2021,46,0046,WO1.210046,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,1500.00,1250.00,1000.00,1000.00,1614.60,1.614600000,683.30,1.10,6.00,3.90,0.73,0.00,450.00,3.59,0.84,0.92,0.70,0.54,21.53
31/01/2021,63,0063,WO1.210063,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,1500.00,1250.00,500.00,500.00,805.30,1.610600000,81.00,0.00,3.00,2.07,0.00,0.00,450.00,1.79,1.00,0.87,0.91,0.79,5.37
01/02/2021,64,0064,WO1.210064,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,1500.00,1250.00,5000.00,5020.00,8105.30,1.614601594,903.30,0.70,12.00,21.01,0.50,0.46,450.00,18.01,0.96,0.86,0.90,0.74,216.14
05/02/2021,67,0067,WO1.210067,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,1500.00,1250.00,3000.00,1040.00,1680.40,1.615769231,621.70,0.30,3.00,4.21,0.60,             -  ,450.00,3.73,0.88,0.89,0.73,0.57,11.20
06/02/2021,67,0067,WO1.210067,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,1500.00,1250.00,                -  ,1960.00,3166.90,1.615765306,525.40,1.30,9.00,7.88,5.02,5.11,450.00,7.04,0.44,0.89,0.86,0.33,63.34
05/02/2021,71,0071,WO1.210071,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,1500.00,1250.00,1000.00,1040.00,1680.40,1.615769231,128.10,0.80,3.00,4.11,             -  ,             -  ,450.00,3.73,1.00,0.91,0.93,0.84,11.20
05/05/2021,229,0229,WO1.210229,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,1500.00,1250.00,2000.00,2000.00,3231.50,1.615750000,543.70,0.90,3.00,7.96,2.50,             -  ,400.00,8.08,0.76,1.01,0.86,0.66,24.24
20/05/2021,244,0244,WO1.210244,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,1500.00,1250.00,2000.00,2000.00,3227.00,1.613500000,873.00,1.00,3.00,8.07,3.28,             -  ,400.00,8.07,0.71,1.00,0.79,0.56,24.20
22/05/2021,247,0247,WO1.210247,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,1500.00,1250.00,2500.00,1820.00,2931.10,1.610494505,300.90,0.30,3.00,7.37,0.15,             -  ,400.00,7.33,0.98,0.99,0.91,0.88,21.98
23/05/2021,247,0247,WO1.210247,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,1500.00,1250.00,                -  ,680.00,1095.10,1.610441176,83.90,        -  ,3.00,2.74,0.58,             -  ,400.00,2.74,0.82,1.00,0.93,0.77,8.21
21/05/2021,248,0248,WO1.210248,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,1500.00,1250.00,300.00,300.00,483.10,1.610333333,36.80,0.30,3.00,1.19,             -  ,             -  ,400.00,1.21,1.00,1.01,0.93,0.94,3.62
24/05/2021,254,0254,WO1.210254,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,1500.00,1250.00,1000.00,1000.00,1610.00,1.610000000,120.00,        -  ,3.00,3.84,             -  ,             -  ,400.00,4.03,1.00,1.05,0.93,0.97,12.08
02/03/2021,13,0013,WO3.210013,OM 2600,TRIAL,IMPRABOARD,N,5.00,1500.00,1250.00,25.00,25.00,56.80,2.272000000,274.20,        -  ,3.00,0.15,             -  ,             -  ,400.00,0.14,1.00,0.93,0.17,0.16,0.43
07/04/2021,28,0028,WO3.210028,OM 2600,TRIAL,IMPRABOARD,N,5.00,1500.00,1250.00,25.00,25.00,40.20,1.608000000,288.80,        -  ,3.00,0.11,             -  ,             -  ,400.00,0.10,1.00,0.87,0.12,0.11,0.30
09/04/2021,31,0031,WO3.210031,OM 2600,TRIAL,IMPRABOARD,N,5.00,1500.00,1250.00,25.00,25.00,35.50,1.420000000,204.50,        -  ,3.00,0.10,0.83,             -  ,400.00,0.09,0.10,0.93,0.15,0.01,0.27
10/04/2021,31,0031,WO3.210031,OM 2600,TRIAL,IMPRABOARD,N,5.00,1500.00,1250.00,25.00,25.00,33.20,1.328000000,266.80,        -  ,3.00,0.10,1.64,             -  ,400.00,0.08,0.06,0.81,0.11,0.01,0.25
02/01/2021,577,0577,WO1.200577,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,1800.00,1250.00,500.00,500.00,965.30,1.930600000,297.70,0.00,3.00,2.38,0.50,0.00,420.00,2.30,0.83,0.97,0.76,0.61,6.90
08/03/2021,143,0143,WO1.210143,OM 2600,KURNIA MAHMUDA,IMPRABOARD,N,5.00,1800.00,1250.00,500.00,500.00,965.30,1.930600000,375.00,0.50,3.00,2.48,1.00,             -  ,400.00,2.41,0.71,0.98,0.72,0.50,7.24
08/03/2021,145,0145,WO1.210145,OM 2600,KURNIA MAHMUDA,IMPRABOARD,N,5.00,1800.00,1250.00,500.00,500.00,965.40,1.930800000,119.80,0.50,3.00,2.48,0.09,             -  ,400.00,2.41,0.97,0.97,0.89,0.84,7.24
23/05/2021,247,0247,WO1.210247,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,1800.00,1250.00,500.00,500.00,964.70,1.929400000,603.70,1.00,3.00,2.43,1.70,             -  ,400.00,2.41,0.59,0.99,0.61,0.36,7.24
19/01/2021,6,0006,WO2.210006,OM 2600,MULFORD,IMPRABOARD,N,5.00,1860.00,1250.00,650.00,250.00,528.00,2.112000000,460.10,1.30,3.00,1.42,1.41,0.00,400.00,1.32,0.50,0.93,0.53,0.25,3.96
20/01/2021,6,0006,WO2.210006,OM 2600,MULFORD,IMPRABOARD,N,5.00,1860.00,1250.00,0.00,400.00,836.80,2.092000000,65.30,0.00,3.00,2.26,0.00,0.00,400.00,2.09,1.00,0.93,0.93,0.86,6.28
07/04/2021,55,0055,WO2.210055,OM 2600,MPZ/LTD,IMPRABOARD,N,5.00,1860.00,1250.00,1500.00,1509.00,3170.30,2.100927767,534.40,1.50,3.00,8.53,0.91,             -  ,400.00,7.93,0.90,0.93,0.86,0.72,23.78
23/04/2021,78,0078,WO2.210078,OM 2600,MPZ/LTD,IMPRABOARD,N,5.00,1860.00,1250.00,1550.00,400.00,844.70,2.111750000,543.60,0.50,3.00,2.27,             -  ,             -  ,400.00,2.11,1.00,0.93,0.61,0.57,6.34
24/04/2021,78,0078,WO2.210078,OM 2600,MPZ/LTD,IMPRABOARD,N,5.00,1860.00,1250.00,                -  ,1150.00,2165.20,1.882782609,1607.00,1.50,3.00,5.91,6.55,             -  ,400.00,5.41,0.47,0.92,0.57,0.25,16.24
28/04/2021,82,0082,WO2.210082,OM 2600,MPZ/ PTY,IMPRABOARD,N,5.00,1860.00,1250.00,500.00,500.00,1056.00,2.112000000,86.80,        -  ,3.00,2.86,             -  ,             -  ,400.00,2.64,1.00,0.92,0.92,0.85,7.92
16/01/2021,23,0023,WO1.210023,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,2000.00,1250.00,1000.00,1000.00,2144.00,2.144000000,428.80,0.30,6.00,5.39,0.82,0.00,450.00,4.76,0.87,0.88,0.83,0.64,28.59
08/03/2021,143,0143,WO1.210143,OM 2600,KURNIA MAHMUDA,IMPRABOARD,N,5.00,2000.00,1250.00,1000.00,1000.00,2143.80,2.143800000,460.10,0.30,3.00,5.49,1.06,             -  ,400.00,5.36,0.84,0.98,0.82,0.67,16.08
08/03/2021,145,0145,WO1.210145,OM 2600,KURNIA MAHMUDA,IMPRABOARD,N,5.00,2000.00,1250.00,500.00,500.00,1071.90,2.143800000,81.80,        -  ,3.00,2.75,             -  ,             -  ,400.00,2.68,1.00,0.98,0.93,0.91,8.04
23/05/2021,247,0247,WO1.210247,OM 2600,KREASI DASATAMA,IMPRABOARD,N,5.00,2000.00,1250.00,1000.00,1000.00,2143.90,2.143900000,456.00,0.50,3.00,5.37,2.97,1.75,400.00,5.36,0.53,1.00,0.82,0.44,16.08
22/01/2021,7,0007,WO2.210007,OM 2600,MULFORD,IMPRABOARD,N,5.00,2470.00,1250.00,1100.00,1100.00,3083.40,2.803090909,660.40,0.30,6.00,8.28,0.98,0.00,400.00,7.71,0.89,0.93,0.82,0.69,46.25
08/02/2021,29,0029,WO2.210029,OM 2600,MULFORD,IMPRABOARD,N,5.00,2470.00,1250.00,1300.00,120.00,646.20,5.385000000,88.10,        -  ,3.00,1.74,             -  ,             -  ,400.00,1.62,1.00,0.93,0.88,0.82,4.85
09/02/2021,29,0029,WO2.210029,OM 2600,MULFORD,IMPRABOARD,N,5.00,2470.00,1250.00,                -  ,1213.00,3397.30,2.800741962,313.90,0.50,6.00,9.19,             -  ,             -  ,400.00,8.49,1.00,0.92,0.92,0.85,50.96
16/03/2021,48,0048,WO2.210048,OM 2600,MULFORD,IMPRABOARD,N,5.00,2470.00,1250.00,400.00,240.00,669.00,2.787500000,383.00,0.50,3.00,1.82,1.30,             -  ,400.00,1.67,0.58,0.92,0.64,0.34,5.02
17/03/2021,48,0048,WO2.210048,OM 2600,MULFORD,IMPRABOARD,N,5.00,2470.00,1250.00,                -  ,160.00,447.20,2.795000000,1124.80,0.80,3.00,1.20,5.78,             -  ,400.00,1.12,0.17,0.93,0.28,0.05,3.35
07/04/2021,55,0055,WO2.210055,OM 2600,MPZ/LTD,IMPRABOARD,N,5.00,2470.00,1250.00,1050.00,1020.00,2856.70,2.800686275,210.90,        -  ,3.00,7.67,             -  ,             -  ,400.00,7.14,1.00,0.93,0.93,0.87,21.43
08/04/2021,55,0055,WO2.210055,OM 2600,MPZ/LTD,IMPRABOARD,N,5.00,2470.00,1250.00,                -  ,35.00,98.00,2.800000000,7.20,        -  ,3.00,0.26,             -  ,             -  ,400.00,0.25,1.00,0.93,0.93,0.87,0.74
24/04/2021,78,0078,WO2.210078,OM 2600,MPZ/LTD,IMPRABOARD,N,5.00,2470.00,1250.00,1050.00,940.00,2901.40,3.086595745,978.40,0.60,3.00,7.75,3.79,             -  ,400.00,7.25,0.67,0.94,0.75,0.47,21.76
25/04/2021,78,0078,WO2.210078,OM 2600,MPZ/LTD,IMPRABOARD,N,5.00,2470.00,1250.00,                -  ,110.00,308.10,2.800909091,274.80,0.50,3.00,0.83,1.25,             -  ,400.00,0.77,0.40,0.92,0.53,0.20,2.31
22/01/2021,7,0007,WO2.210007,OM 2600,MULFORD,IMPRABOARD,N,5.00,2730.00,1250.00,100.00,100.00,307.10,3.071000000,59.50,0.00,3.00,0.83,0.08,0.00,400.00,0.77,0.91,0.92,0.84,0.70,2.30
17/03/2021,48,0048,WO2.210048,OM 2600,MULFORD,IMPRABOARD,N,5.00,2730.00,1250.00,200.00,200.00,618.80,3.094000000,47.80,        -  ,3.00,1.67,             -  ,             -  ,400.00,1.55,1.00,0.93,0.93,0.86,4.64
29/04/2021,83,0083,WO2.210083,OM 2600,MPZ/ PTY,IMPRABOARD,N,5.00,2730.00,1250.00,300.00,320.00,988.40,3.088750000,263.10,        -  ,3.00,2.67,0.32,,400.00,2.47,0.89,0.93,0.79,0.65,7.41
03/02/2021,68,0068,WO1.210068,OM 2600,UNIVERSAL,IMPRABOARD,N,5.00,3000.00,1250.00,200.00,200.00,644.20,3.221000000,250.80,        -  ,3.00,1.59,4.92,             -  ,450.00,1.43,0.24,0.90,0.72,0.16,4.29
