tanggal,kk,cleaning,trial,fresh,mesin,fg_item,fg_qty,berat_unit,fg,hold,reject,waste,trimming,scrap_usage,dl,eff_hour,dt_produksi,dt_teknik
08/04/2021,WO2.210056,FALSE,FALSE,0,27,29287,605.109338,0.937186,567.1,0,87.8,0,0,0,3,1.56,0.08,0
10/04/2021,WO3.210031,FALSE,TRUE,0,27,9587,24.80017928,1.3387,33.2,0,266.8,0,0,0,3,0.1,1.64,0
16/01/2021,WO1.210022,FALSE,FALSE,0,27,10268,160.7074202,6.5025,1045,0,428.1,0.8,0,0,3,2.646666667,0.053333333,0
30/01/2021,WO1.210060,FALSE,FALSE,0,27,10170,248.0238686,2.5808,640.1,0,783.9,0,0,0,3,1.688571429,1.4,0
16/01/2021,WO1.210022,FALSE,FALSE,0,27,10071,505.9784698,5.202,2632.1,0,447.4,0.5,0,0,3,6.620465116,1.666666667,0
20/03/2021,WO1.210164,FALSE,FALSE,0,27,10268,277.8008458,6.5025,1806.4,0,391,0.8,0,0,3,4.52,0.97,0
21/03/2021,WO1.210164,FALSE,FALSE,0,27,10268,34.72510573,6.5025,225.8,0,8,0,0,0,3,0.54,0,0
25/04/2021,WO2.210078,FALSE,FALSE,0,27,19252,110.8751979,2.7788,308.1,0,274.8,0.5,0,0,3,0.83,1.25,0
22/01/2021,WO2.210010,FALSE,FALSE,0,27,22187,161.2659661,1.5893,256.3,0,143.7,0,0,0,3,0.941,0.033333333,0
09/02/2021,WO2.210029,FALSE,FALSE,0,27,19252,1222.578091,2.7788,3397.3,0,313.9,0.5,0,0,3,9.19,0,0
07/04/2021,WO2.210055,FALSE,FALSE,0,27,19252,1028.033684,2.7788,2856.7,0,210.9,0,0,0,3,7.67,0,0
27/01/2021,WO2.210013,FALSE,FALSE,0,27,10170,347.2954123,2.5808,896.3,0,368,0.7,0,0,3,2.482,1.018333333,0
18/03/2021,WO1.210157,FALSE,FALSE,0,27,18901,297.6909284,2.7327,813.5,0,236.5,0,0,0,3,2.26,0.08,0
05/02/2021,WO1.210080,FALSE,FALSE,0,27,10071,803.7677816,5.202,4181.2,0,873.4,0.4,0,0,3,11.18,0.78,0
19/04/2021,WO2.210070,FALSE,FALSE,0,27,10170,2649.488531,2.5808,6837.8,0,1273.9,1.7,0,0,3,18.92,3.02,0
03/03/2021,WO2.210044,FALSE,FALSE,0,27,18901,287.7739964,2.7327,786.4,0,758.9,0.4,0,0,3,2.18,2.63,0
26/01/2021,WO2.210013,FALSE,FALSE,0,27,10170,595.3967762,2.5808,1536.6,0,499.3,0.3,0,0,3,4.25525,0,0
06/05/2021,WO2.210089,FALSE,FALSE,0,27,10170,496.1639802,2.5808,1280.5,0,669,0.5,0,0,3,3.55,2.51,0
02/03/2021,WO2.210044,FALSE,FALSE,0,27,18901,1022.102682,2.7327,2793.1,0,1205.3,0.2,0,0,3,7.74,4.76,0
05/03/2021,WO2.210045,FALSE,FALSE,0,27,10170,1548.085865,2.5808,3995.3,0,1447.9,1.4,0,0,3,10.99,4.02,0
26/01/2021,WO2.210012,FALSE,FALSE,0,27,18901,1746.587624,2.7327,4772.9,0,1408.7,1.5,0,0,3,13.136,5.775,0.833333333
19/05/2021,WO2.210093,FALSE,FALSE,0,27,10170,2758.83447,2.5808,7120,0,1408,1.6,0,0,3,19.72,4.3,0
21/04/2021,WO2.210071,FALSE,FALSE,0,27,18901,1855.783657,2.7327,5071.3,0,2131.4,3.8,0,0,3,14.06,7.19,0
25/04/2021,WO2.210079,FALSE,FALSE,0,27,18901,1736.707286,2.7327,4745.9,0,1633.4,0.7,0,0,3,13.15,3.82,0
22/04/2021,WO2.210071,FALSE,FALSE,0,27,18901,1012.258938,2.7327,2766.2,0,621.9,1.4,0,0,3,7.67,0.68,3.83
04/03/2021,WO2.210045,FALSE,FALSE,0,27,10170,2431.416615,2.5808,6275,0,1104.2,1.9,0,0,3,17.27,1.65,0
07/03/2021,WO1.210129,FALSE,FALSE,0,27,10268,496.2091503,6.5025,3226.6,0,965.6,0.5,0,0,3,8.19,3.06,0
18/03/2021,WO1.210156,FALSE,FALSE,0,27,10170,545.8384997,2.5808,1408.7,0,395.2,0.1,0,0,3,3.93,0.43,0
08/04/2021,WO2.210055,FALSE,FALSE,0,27,19252,35.26702174,2.7788,98,0,7.2,0,0,0,3,0.26,0,0
20/05/2021,WO1.210244,FALSE,FALSE,0,27,10178,1985.113189,1.6256,3227,0,873,1,0,0,3,8.07,3.28,0
17/03/2021,WO2.210048,FALSE,FALSE,0,27,19262,201.4782014,3.0713,618.8,0,47.8,0,0,0,3,1.67,0,0
29/04/2021,WO3.210026,FALSE,TRUE,0,27,9597,25.18457752,1.219,30.7,0,269.3,0,0,0,3,0.08,0,0
09/03/2021,WO1.210144,FALSE,FALSE,0,27,10071,506.3821607,5.202,2634.2,0,254,0.5,0,0,3,6.8,0.08,0
06/05/2021,WO2.210089,FALSE,FALSE,0,27,18860,754.6247696,1.935664,1460.7,0,373.8,0.5,0,0,3,4.03,0.43,0
29/04/2021,WO1.210227,FALSE,FALSE,0,27,10071,526.2591311,5.202,2737.6,0,543.6,1.3,0,0,3,7.06,0.75,0
18/05/2021,WO2.210093,FALSE,FALSE,0,27,10170,774.566026,2.5808,1999,0,500,0.6,0,0,3,5.57,0.68,0
01/02/2021,WO1.210064,FALSE,FALSE,0,27,10268,923.5217224,6.5025,6005.2,0,505.4,1.2,0,0,3,15.5,0,0
24/05/2021,WO1.210255,FALSE,FALSE,0,27,29347,1473.781388,0.5416,798.2,0,386.8,0,0,0,3,2,0,0
28/01/2021,WO1.210046,FALSE,FALSE,0,27,10178,993.2332677,1.6256,1614.6,0,683.3,1.1,0,0,3,3.895323232,0.733333333,0
01/02/2021,WO1.210064,FALSE,FALSE,0,27,10178,4986.035925,1.6256,8105.3,0,903.3,0.7,0,0,3,21.01,0.5,0.46
19/03/2021,WO1.210158,FALSE,FALSE,0,27,22505,551.2492737,3.442,1897.4,0,357.9,1.1,0,0,3,5.11,0.84,0
28/02/2021,WO2.210038,FALSE,FALSE,0,27,21384,1539.605801,0.5378,828,0,418.5,0,0,0,3,2.99,0.21,0
16/03/2021,WO1.210126,FALSE,FALSE,0,27,10268,839.3540946,6.5025,5457.9,0,1204.4,1.3,0,0,3,13.63,3.13,0
20/03/2021,WO1.210163,FALSE,FALSE,0,27,10268,392.3721646,6.5025,2551.4,0,1035.1,0.5,0,0,3,6.3,2.54,0
04/02/2021,WO1.210058,FALSE,FALSE,0,27,10268,536.4090734,6.5025,3488,0,906.8,1,0,0,3,8.57,0.83,0
19/01/2021,WO1.210027,FALSE,FALSE,0,27,10268,1003.306421,6.5025,6524,0,1487.3,2.7,0,0,3,15.90822222,2.388333333,0
18/01/2021,WO3.210002,FALSE,TRUE,0,27,16843,24.83660131,1.9125,47.5,0,19.7,0,0,0,3,0.15975,1.673333333,0
18/01/2021,WO3.210002,FALSE,TRUE,0,27,16843,24.83660131,1.9125,47.5,0,81.4,0,0,0,3,0.15975,0.18,0
18/01/2021,WO3.210002,FALSE,TRUE,0,27,16843,24.83660131,1.9125,47.5,0,81.4,0,0,0,3,0.15975,0.18,0
10/03/2021,WO1.210127,FALSE,FALSE,0,27,20183,496.8,6.375,3167.1,0,584.4,0.5,0,0,3,8.14,0.84,0
29/01/2021,WO1.210050,FALSE,FALSE,0,27,10071,28.81584006,5.202,149.9,0,144.2,0.2,0,0,3,0.383809524,0,0
18/05/2021,WO1.210238,FALSE,FALSE,0,27,29315,248.4140816,5.738,1425.4,0,110,0,0,0,3,3.57,0,0
24/05/2021,WO1.210254,FALSE,FALSE,0,27,17221,523.3338536,1.2814,670.6,0,292.9,0.5,0,0,3,1.73,0.98,0
09/04/2021,WO1.210200,FALSE,FALSE,0,27,19298,130.8235294,4.25,556,0,217.5,0.5,0,0,3,1.4,0.56,0.5
17/01/2021,WO1.210025,FALSE,FALSE,0,27,10071,298.1353326,5.202,1550.9,0,436,0.4,0,0,3,3.999047619,0.575,0
22/05/2021,WO1.210247,FALSE,FALSE,0,27,10268,506.8358324,6.5025,3295.7,0,1248.9,0.3,0,0,3,8.23,2.83,1.5
29/05/2021,WO1.210267,FALSE,FALSE,0,27,10268,288.2122261,6.5025,1874.1,0,600.9,0.5,0,0,3,4.83,0.67,0
19/03/2021,WO1.210162,FALSE,FALSE,0,27,10268,315.0480584,6.5025,2048.6,0,357,4.4,0,0,3,5.11,5.63,0.33
07/03/2021,WO1.210129,FALSE,FALSE,0,27,10030,79.50788158,1.3005,103.4,0,132.8,0.4,0,0,3,0.26,0.74,0
18/01/2021,WO1.210026,FALSE,FALSE,0,27,10071,0,5.202,0,0,415,0,0,0,3,0,1,0
10/03/2021,WO1.210128,FALSE,FALSE,0,27,10071,208.7081892,5.202,1085.7,0,615.7,0,0,0,3,2.8,1.55,0
18/01/2021,WO1.210025,FALSE,FALSE,0,27,10268,79.50788158,6.5025,517,0,37.8,0,0,0,3,1.290232558,0,0
28/01/2021,WO1.210047,FALSE,FALSE,0,27,10268,79.50788158,6.5025,517,0,191.2,0,0,0,3,1.232888889,0.6,0
21/05/2021,WO1.210248,FALSE,FALSE,0,27,10071,109.3233372,5.202,568.7,0,131.3,1.2,0,0,3,1.47,0.17,0
21/05/2021,WO1.210248,FALSE,FALSE,0,27,10268,305.1134179,6.5025,1984,0,393.8,3.2,0,0,3,4.94,1.2,0
30/01/2021,WO1.210050,FALSE,FALSE,0,27,10071,249.4617455,5.202,1297.7,0,299.9,0.1,0,0,3,3.345952381,1,0
25/05/2021,WO1.210255,FALSE,FALSE,0,27,10268,505.8823529,6.5025,3289.5,0,808,0.5,0,0,3,7.71,1.92,0
15/01/2021,WO1.210022,FALSE,FALSE,0,27,10268,335.9323337,6.5025,2184.4,0,179.7,0.5,0,0,3,5.451395349,0,0
10/03/2021,WO1.210146,FALSE,FALSE,0,27,10030,506.8819685,1.3005,659.2,0,292.8,0,0,0,3,1.69,1.08,0
28/05/2021,WO1.210266,FALSE,FALSE,0,27,10268,245.4901961,6.5025,1596.3,0,1365,0.7,0,0,3,4.11,4.46,0
16/01/2021,WO1.210023,FALSE,FALSE,0,27,10268,357.8008458,6.5025,2326.6,0,504.9,0.5,0,0,3,5.80627907,1.21,0
06/02/2021,WO1.210067,FALSE,FALSE,0,27,10268,248.473664,6.5025,1615.7,0,118,0,0,0,3,4.03,0,0
09/04/2021,WO1.210201,FALSE,FALSE,0,27,10268,496.947328,6.5025,3231.4,0,473.3,1,0,0,3,8.06,0.55,0
17/01/2021,WO1.210023,FALSE,FALSE,0,27,10268,139.1464821,6.5025,904.8,0,66.1,0,0,0,3,2.257906977,0,0
03/02/2021,WO1.210059,FALSE,FALSE,0,27,10268,69.57324106,6.5025,452.4,0,116.5,0.3,0,0,3,1.11,0.3,0
02/02/2021,WO1.210064,FALSE,FALSE,0,27,10268,69.57324106,6.5025,452.4,0,37.5,0,0,0,3,1.17,0,0
27/05/2021,WO1.210264,FALSE,FALSE,0,27,10268,69.57324106,6.5025,452.4,0,346.8,0,0,0,3,1.23,0,0
27/02/2021,WO1.210097,FALSE,FALSE,0,27,10071,521.799308,5.202,2714.4,0,227.4,0.2,0,0,3,7,0,0
27/05/2021,WO1.210260,FALSE,FALSE,0,27,10268,505.8977316,6.5025,3289.6,0,804.9,1,0,0,3,7.83,0.59,1.67
20/03/2021,WO1.210161,FALSE,FALSE,0,27,10268,586.4052288,6.5025,3813.1,0,329.7,0.5,0,0,3,9.43,0.25,0
10/03/2021,WO1.210126,FALSE,FALSE,0,27,10268,96.40907343,6.5025,626.9,0,475,0.5,0,0,3,1.62,1.1,0
19/01/2021,WO1.210026,FALSE,FALSE,0,27,10071,187.8508266,5.202,977.2,0,186,0,0,0,3,2.51952381,0.35,0
06/05/2021,WO1.210229,FALSE,FALSE,0,27,10268,673.8792772,6.5025,4381.9,0,318.1,0.4,0,0,3,10.87,0.07,0
31/01/2021,WO1.210063,FALSE,FALSE,0,27,10268,99.39254133,6.5025,646.3,0,53.6,0,0,0,3,1.666428571,0.135,0
04/02/2021,WO1.210071,FALSE,FALSE,0,27,10268,99.39254133,6.5025,646.3,0,282.8,0.2,0,0,3,1.59,0.7,0
30/05/2021,WO1.210243,FALSE,FALSE,0,27,10268,99.39254133,6.5025,646.3,0,103.6,0.5,0,0,3,1.67,0.12,0
17/01/2021,WO1.210026,FALSE,FALSE,0,27,10268,496.9627067,6.5025,3231.5,0,717.5,0.4,0,0,3,8.18906423,1.053333333,0
07/02/2021,WO1.210070,FALSE,FALSE,0,27,10268,298.177624,6.5025,1938.9,0,624.6,0.5,0,0,3,4.84,1.43,0
18/01/2021,WO1.210024,FALSE,FALSE,0,27,10071,496.9627067,5.202,2585.2,0,1602.1,1.7,0,0,3,6.680785714,8.028333333,0
22/05/2021,WO1.210248,FALSE,FALSE,0,27,10071,248.4813533,5.202,1292.6,0,217.3,0.3,0,0,3,3.26,0.67,0
27/02/2021,WO1.210097,FALSE,FALSE,0,27,10071,238.5428681,5.202,1240.9,0,103,0,0,0,3,3.2,0,0
05/05/2021,WO1.210229,FALSE,FALSE,0,27,10178,1987.881398,1.6256,3231.5,0,543.7,0.9,0,0,3,7.96,2.5,0
21/05/2021,WO1.210246,FALSE,FALSE,0,27,10071,472.1261053,5.202,2456,0,265.5,0,0,0,3,6.33,0.14,0
06/02/2021,WO1.210067,FALSE,FALSE,0,27,10178,1948.142224,1.6256,3166.9,0,525.4,1.3,0,0,3,7.88,5.02,5.11
29/01/2021,WO1.210051,FALSE,FALSE,0,27,10268,596.3706267,6.5025,3877.9,0,508.4,0.2,0,0,3,9.278181818,0.333333333,0
29/05/2021,WO1.210243,FALSE,FALSE,0,27,10268,407.5201845,6.5025,2649.9,0,496.8,0.6,0,0,3,6.83,1.33,0
05/02/2021,WO1.210067,FALSE,FALSE,0,27,10178,1033.71063,1.6256,1680.4,0,621.7,0.3,0,0,3,4.21,0.6,0
05/02/2021,WO1.210071,FALSE,FALSE,0,27,10178,1033.71063,1.6256,1680.4,0,128.1,0.8,0,0,3,4.11,0,0
28/01/2021,WO1.210045,FALSE,FALSE,0,27,10030,1013.84083,1.3005,1318.5,0,220.7,0.3,0,0,3,3.164888889,0.188333333,0
31/01/2021,WO1.210063,FALSE,FALSE,0,27,10071,496.98193,5.202,2585.3,0,377.5,0.5,0,0,3,6.666428571,0.343333333,0
27/01/2021,WO1.210038,FALSE,FALSE,0,27,10071,318.0699731,5.202,1654.6,0,286,0.4,0,0,3,4.359761905,0.293333333,0
26/02/2021,WO1.210097,FALSE,FALSE,0,27,10071,457.2279892,5.202,2378.5,0,202.8,0.8,0,0,3,6.13,0.01,0
18/05/2021,WO3.210039,FALSE,TRUE,0,27,18860,24.84935402,1.935664,48.1,0,282.9,0,0,0,3,0.13,0,0
27/05/2021,WO1.210261,FALSE,FALSE,0,27,10268,298.1930027,6.5025,1939,0,512,0.5,0,0,3,5,2.02,0
02/01/2021,WO1.200577,FALSE,FALSE,0,27,10071,298.1930027,5.202,1551.2,0,410.3,0.5,0,0,3,4,0.536666667,0
29/01/2021,WO1.210051,FALSE,FALSE,0,27,10071,298.1930027,5.202,1551.2,0,128.8,0,0,0,3,4,0,0
25/05/2021,WO1.210255,FALSE,FALSE,0,27,10071,501.9607843,5.202,2611.2,0,294.4,1.5,0,0,3,6.74,1.65,0
09/04/2021,WO1.210201,FALSE,FALSE,0,27,10071,213.7062668,5.202,1111.7,0,593.1,0.5,0,0,3,2.78,1.68,0
27/01/2021,WO1.210045,FALSE,FALSE,0,27,10071,397.597078,5.202,2068.3,0,345.4,0.3,0,0,3,5.356666667,0.243333333,0
02/02/2021,WO1.210058,FALSE,FALSE,0,27,10268,258.4390619,6.5025,1680.5,0,214.5,0.1,0,0,3,4.33,0.18,0
08/03/2021,WO1.210145,FALSE,FALSE,0,27,10030,1033.756248,1.3005,1344.4,0,210.2,0,0,0,3,3.44,0.09,0
28/05/2021,WO1.210267,FALSE,FALSE,0,27,10268,168.9811611,6.5025,1098.8,0,191.2,0.5,0,0,3,2.79,0,0
05/05/2021,WO1.210229,FALSE,FALSE,0,27,10268,328.0276817,6.5025,2133,0,250.2,0.3,0,0,3,5.54,0,0
29/01/2021,WO1.210047,FALSE,FALSE,0,27,10268,218.6851211,6.5025,1422,0,256.3,0.5,0,0,3,3.491818182,0.416666667,0
07/05/2021,WO1.210228,FALSE,FALSE,0,27,10268,505.9592464,6.5025,3290,0,797.9,0.5,0,0,3,8.45,2.15,0
25/05/2021,WO1.210255,FALSE,FALSE,0,27,29347,1243.537666,0.5416,673.5,0,323.4,0,0,0,3,1.73,0.41,0
28/05/2021,WO1.210265,FALSE,FALSE,0,27,10268,318.0930411,6.5025,2068.4,0,491.6,0.5,0,0,3,5.27,1.95,0
17/01/2021,WO1.210026,FALSE,FALSE,0,27,10071,99.40407536,5.202,517.1,0,373,0.3,0,0,3,1.333333333,3.033333333,0
17/01/2021,WO1.210025,FALSE,FALSE,0,27,10268,218.7004998,6.5025,1422.1,0,258.3,0.5,0,0,3,3.559069767,0,0
25/01/2021,WO2.210012,FALSE,FALSE,0,27,18901,407.5822447,2.7327,1113.8,0,454.6,0.9,0,0,3,3.06925,1.29,0
06/02/2021,WO1.210067,FALSE,FALSE,0,27,10071,149.1157247,5.202,775.7,0,199.5,0,0,0,3,1.95,0,0
07/02/2021,WO1.210067,FALSE,FALSE,0,27,10071,347.9430988,5.202,1810,0,143.6,0,0,0,3,4.54,0,0
21/04/2021,WO2.210071,FALSE,FALSE,0,27,18861,39.76529207,2.049526,81.5,0,196.3,0.4,0,0,3,0.22,1.28,0
04/02/2021,WO1.210066,FALSE,FALSE,0,27,10268,248.5505575,6.5025,1616.2,0,421.4,0.5,0,0,3,3.97,0,0
28/01/2021,WO1.210046,FALSE,FALSE,0,27,10268,497.1164937,6.5025,3232.5,0,1575,0.5,0,0,3,7.795229974,4.87,0
04/02/2021,WO1.210059,FALSE,FALSE,0,27,10268,238.615917,6.5025,1551.6,0,128,0.2,0,0,3,3.82,0.85,0
17/03/2021,WO2.210048,FALSE,FALSE,0,27,19252,160.9327767,2.7788,447.2,0,1124.8,0.8,0,0,3,1.2,5.78,0
05/02/2021,WO1.210071,FALSE,FALSE,0,27,10268,149.1426374,6.5025,969.8,0,121.6,0,0,0,3,2.38,0.75,0
25/01/2021,WO2.210012,FALSE,FALSE,0,27,18861,1392.029181,2.049526,2853,0,471.1,0.5,0,0,3,7.855,0.505,0
29/04/2021,WO2.210083,FALSE,FALSE,0,27,19262,321.8181226,3.0713,988.4,0,263.1,0,0,0,3,2.67,0.32,0
08/03/2021,WO1.210144,FALSE,FALSE,0,27,29275,854.753247,0.815674,697.2,0,403.4,0.5,0,0,3,1.88,1.01,0
20/05/2021,WO2.210093,FALSE,FALSE,0,27,10170,59.67141971,2.5808,154,0,252,0,0,0,3,0.43,1.51,0
07/02/2021,WO1.210067,FALSE,FALSE,0,27,17221,1005.462775,1.2814,1288.4,0,427.6,0.5,0,0,3,3.26,0.54,0
26/02/2021,WO1.210097,FALSE,FALSE,0,27,17221,1005.462775,1.2814,1288.4,0,500.1,0.5,0,0,3,3.38,0,0
10/03/2021,WO1.210152,FALSE,FALSE,0,27,17221,502.6533479,1.2814,644.1,0,208.9,0,0,0,3,1.66,0.17,0
27/05/2021,WO1.210260,FALSE,FALSE,0,27,17221,502.6533479,1.2814,644.1,0,388,0.4,0,0,3,1.65,4.01,0
18/05/2021,WO2.210093,FALSE,FALSE,0,27,18860,2059.241687,1.935664,3986,0,1152,1.1,0,0,3,11.01,2.77,0
21/01/2021,WO2.210010,FALSE,FALSE,0,27,22187,562.8893223,1.5893,894.6,0,496.6,0.8,0,0,3,3.28025,0.171666667,0
21/05/2021,WO1.210258,FALSE,FALSE,0,27,10226,198.9811611,5.202,1035.1,0,1302.4,1,0,0,3,3.18,2.25,2.09
20/04/2021,WO2.210071,FALSE,FALSE,0,27,18861,1094.44818,2.049526,2243.1,0,810.1,0.6,0,0,3,6.18,2.14,0
03/03/2021,WO2.210044,FALSE,FALSE,0,27,18861,497.4808809,2.049526,1019.6,0,541.9,0.2,0,0,3,2.81,1.65,0
04/03/2021,WO2.210045,FALSE,FALSE,0,27,18860,636.78407,1.935664,1232.6,0,572.2,1,0,0,3,3.4,1.58,0
27/01/2021,WO2.210013,FALSE,FALSE,0,27,18860,1154.177585,1.935664,2234.1,0,707.4,1.3,0,0,3,6.16275,2.083333333,2
25/04/2021,WO2.210079,FALSE,FALSE,0,27,18861,397.9944631,2.049526,815.7,0,83.6,0.5,0,0,3,2.25,0,0
20/04/2021,WO2.210070,FALSE,FALSE,0,27,18860,1950.235165,1.935664,3775,0,1195.9,0.8,0,0,3,10.42,3.83,0
03/03/2021,WO2.210045,FALSE,FALSE,0,27,18860,2328.348308,1.935664,4506.9,0,1013.6,1,0,0,3,12.45,2.15,0
16/03/2021,WO1.210154,FALSE,FALSE,0,27,29122,3884.127432,0.3547,1377.7,0,228.7,0,0,0,3,3.55,0.58,0
15/03/2021,WO1.210154,FALSE,FALSE,0,27,29122,21512.54581,0.3547,7630.5,0,1086.2,1.9,0,0,3,19.64,4.37,0
25/04/2021,WO2.210078,FALSE,FALSE,0,27,29287,1045.79027,0.937186,980.1,0,96.6,0,0,0,3,2.69,0,0
07/04/2021,WO2.210055,FALSE,FALSE,0,27,19223,1515.077658,2.0925,3170.3,0,534.4,1.5,0,0,3,8.53,0.91,0
08/03/2021,WO1.210129,FALSE,FALSE,0,27,17221,441.5483065,1.2814,565.8,0,129.9,0,0,0,3,1.45,0.8,0
08/02/2021,WO2.210029,FALSE,FALSE,0,27,18932,1454.982251,2.7889,4057.8,0,494.7,0.5,0,0,3,11.23,0.15,0
07/04/2021,WO3.210027,FALSE,TRUE,0,27,9494,22.92397661,0.855,19.6,0,1.4,0,0,0,3,0.06,0,4
09/03/2021,WO1.210144,FALSE,FALSE,0,27,29275,3160.208613,0.815674,2577.7,0,289.5,0.2,0,0,3,6.63,0.24,0
27/02/2021,WO2.210037,FALSE,FALSE,0,27,19014,822.6323458,1.0295,846.9,0,154.3,0.2,0,0,3,2.36,0.15,0
09/03/2021,WO2.210046,FALSE,FALSE,0,27,9560,381.1944543,2.813,1072.3,0,552.5,0.2,0,0,3,2.96,0.97,0
16/03/2021,WO2.210048,FALSE,FALSE,0,27,19252,240.7514035,2.7788,669,0,383,0.5,0,0,3,1.82,1.3,0
17/05/2021,WO1.210238,FALSE,FALSE,0,27,20191,250.4390244,6.15,1540.2,0,110,0,0,0,3,3.84,0,0
17/03/2021,WO2.210049,FALSE,FALSE,0,27,21384,719.0405355,0.5378,386.7,0,135.3,0,0,0,3,1.03,0,0
22/01/2021,WO2.210010,FALSE,FALSE,0,27,21384,2152.844924,0.5378,1157.8,0,515.3,0,0,0,3,4.18275,0.128333333,0
17/03/2021,WO2.210049,FALSE,FALSE,0,27,21384,1301.599107,0.5378,700,0,311.3,0,0,0,3,2.53,0,0
27/04/2021,WO2.210081,FALSE,FALSE,0,27,21384,1511.714392,0.5378,813,0,359.7,0,0,0,3,2.93,0,0
07/04/2021,WO3.210027,FALSE,TRUE,0,27,29692,16.99172577,0.94752,16.1,0,291.9,0,0,0,3,0.05,0,0
10/03/2021,WO2.210047,FALSE,FALSE,0,27,21416,419.8052545,0.5443,228.5,0,97.8,0,0,0,3,0.82,0,0
27/02/2021,WO2.210037,FALSE,FALSE,0,27,19011,300.1089325,0.918,275.5,0,77.8,0,0,0,3,0.85,0.06,0
18/03/2021,WO2.210049,FALSE,FALSE,0,27,21416,169.9430461,0.5443,92.5,0,5.4,0,0,0,3,0.24,0,0
20/01/2021,WO2.210006,FALSE,FALSE,0,27,19223,399.9044205,2.0925,836.8,0,65.3,0,0,0,3,2.25525,0,0
27/02/2021,WO2.210038,FALSE,FALSE,0,27,19014,1229.723167,1.0295,1266,0,199.4,0,0,0,3,3.54,0.12,0
28/02/2021,WO2.210038,FALSE,FALSE,0,27,19014,419.9125789,1.0295,432.3,0,24.7,0,0,0,3,1.14,0,0
15/01/2021,WO1.210022,FALSE,FALSE,0,27,9664,999.8113208,1.59,1589.7,0,775.1,4.5,0,0,3,3.993953488,5.055,0.5
27/02/2021,WO2.210037,FALSE,FALSE,0,27,22224,320.0514139,0.778,249,0,98.7,0,0,0,3,0.79,0.06,0
21/01/2021,WO2.210010,FALSE,FALSE,0,27,19010,299.9532003,0.91881,275.6,0,26.8,0,0,0,3,0.756,0,0
28/02/2021,WO2.210038,FALSE,FALSE,0,27,19378,1299.811853,1.063,1381.7,0,79.15,0,0,0,3,3.63,0.02,0
22/01/2021,WO2.210007,FALSE,FALSE,0,27,19260,99.99185999,3.07125,307.1,0,59.5,0,0,0,3,0.83325,0.083333333,0
21/01/2021,WO2.210010,FALSE,FALSE,0,27,19378,749.9529633,1.063,797.2,0,426.5,0,0,0,3,2.86225,0.171666667,0
10/03/2021,WO2.210047,FALSE,FALSE,0,27,21381,219.9886213,0.5273,116,0,563.7,0,0,0,3,0.42,1.13,0
21/01/2021,WO2.210010,FALSE,FALSE,0,27,19014,1549.975716,1.0295,1595.7,0,298.2,0.5,0,0,3,4.327,0.171666667,0
